,id,popularity,title,vote_average,vote_count
4404,11593,11.223,Nobody's Fool,6.8,247
4405,2755,12.545,About Schmidt,6.8,1060
4406,498402,10.162,Aline,6.8,277
4407,335983,56.491,Venom,6.8,14357
4408,326359,24.762,Frozen Fever,6.8,1704
4409,207686,8.697,The House at the End of Time,6.8,284
4410,15856,8.502,House on Haunted Hill,6.8,415
4411,11004,10.706,Wonder Boys,6.8,514
4412,879,28.975,Hook,6.8,4771
4413,184352,8.843,Tom at the Farm,6.8,758
4414,3683,12.964,Flags of Our Fathers,6.8,1609
4415,2614,20.002,Innerspace,6.8,1079
4416,1871,9.443,Fantomas,6.8,633
4417,472734,12.836,Dumplin',6.8,1297
4418,527246,7.81,How to Get Over a Breakup,6.8,224
4419,460059,21.559,Burn Out,6.8,354
4420,426338,9.247,Holy Camp!,6.8,334
4421,402298,11.027,Denial,6.8,580
4422,374416,6.864,Where Am I Going?,6.8,1982
4423,238713,21.697,Spy,6.8,5533
4424,168903,23.15,Barbie in the Pink Shoes,6.8,313
4425,13435,9.045,Antwone Fisher,6.8,400
4426,11091,11.677,Riding in Cars with Boys,6.8,400
4427,475759,11.792,2048: Nowhere to Run,6.8,274
4428,291805,27.637,Now You See Me 2,6.8,9929
4429,50839,17.809,Margin Call,6.8,1519
4430,11439,14.177,The Ghost Writer,6.8,1958
4431,2652,17.689,Hard Candy,6.8,2273
4432,476669,90.293,The King's Man,6.8,3685
4433,360920,40.688,The Grinch,6.8,3297
4434,15157,22.578,Another Cinderella Story,6.8,1634
4435,11843,13.629,The Return of the Pink Panther,6.8,508
4436,9563,18.287,Any Given Sunday,6.8,1452
4437,8326,18.073,Holes,6.8,1188
4438,2112,15.598,Payback,6.8,1558
4439,606566,7.249,The Best Years,6.8,365
4440,170522,15.408,Asterix: The Mansions of the Gods,6.8,1184
4441,41233,24.627,Step Up 3D,6.8,1768
4442,95,36.874,Armageddon,6.8,7110
4443,525661,15.284,Bombshell,6.8,2664
4444,393764,12.292,The African Doctor,6.8,599
4445,353486,38.365,Jumanji: Welcome to the Jungle,6.8,12485
4446,65057,14.701,The Descendants,6.8,2462
4447,37768,5.395,Borotalco,6.8,410
4448,11463,12.492,Battle of Britain,6.8,245
4449,10780,20.777,Overboard,6.8,723
4450,9058,13.372,Only You,6.8,442
4451,4170,10.446,Trade,6.8,225
4452,504172,19.394,The Mule,6.8,4465
4453,482981,10.133,Wild Rose,6.8,280
4454,84175,9.003,Beasts of the Southern Wild,6.8,946
4455,31592,8.146,The Old Dark House,6.8,207
4456,15247,11.778,The Ipcress File,6.8,249
4457,13813,16.76,Defiance,6.8,1549
4458,11092,13.671,Presumed Innocent,6.8,553
4459,10711,11.382,French Connection II,6.8,349
4460,957,27.042,Spaceballs,6.8,2563
4461,294963,14.912,Bone Tomahawk,6.8,1858
4462,76726,24.272,Chronicle,6.8,4753
4463,10258,11.585,The Madagascar Penguins in a Christmas Caper,6.8,270
4464,1991,23.448,Death Proof,6.8,4522
4465,401847,11.796,Can You Ever Forgive Me?,6.8,1138
4466,2163,15.344,Breakdown,6.8,758
4467,833339,18.329,Speak No Evil,6.8,303
4468,57214,54.34,Project X,6.8,5636
4469,332979,10.508,Bleed for This,6.8,678
4470,252171,14.692,A Girl Walks Home Alone at Night,6.8,744
4471,11162,14.567,The Merchant of Venice,6.8,496
4472,9059,14.399,Tales from the Crypt: Demon Knight,6.8,405
4473,2005,15.051,Sister Act,6.8,2819
4474,454227,16.152,Outlaw King,6.8,1373
4475,37735,20.521,Easy A,6.8,6343
4476,14900,8.19,The Great Muppet Caper,6.8,247
4477,11774,25.147,Lemony Snicket's A Series of Unfortunate Events,6.8,4594
4478,9270,10.723,Brick,6.8,1069
4479,8848,22.463,The Bank Job,6.8,1981
4480,811592,34.32,One Shot,6.8,782
4481,475132,11.375,A Private War,6.8,445
4482,463319,6.863,Shadow,6.8,306
4483,370663,57.965,Below Her Mouth,6.8,1039
4484,25284,28.635,The Last Seduction,6.8,292
4485,424277,12.46,Annette,6.8,565
4486,82992,13.655,Fast & Furious 6,6.8,9772
4487,56415,7.65,A Gang Story,6.8,299
4488,10627,12.524,Taps,6.8,234
4489,6399,11.652,Who Finds a Friend Finds a Treasure,6.8,528
4490,514921,12.618,The Aeronauts,6.8,948
4491,449992,17.815,The Night Comes for Us,6.8,587
4492,438747,17.149,Tangled: Before Ever After,6.8,337
4493,262551,7.678,Babysitting,6.8,1772
4494,39013,12.855,Winter's Bone,6.8,1553
4495,629017,23.196,Run Hide Fight,6.8,211
4496,303857,84.724,Dragon Ball Z: Resurrection 'F',6.8,1640
4497,225574,30.492,Non-Stop,6.8,4854
4498,44896,34.957,Rango,6.8,5789
4499,10019,24.764,Mannequin,6.8,606
4500,836009,19.462,Against the Ice,6.8,441
4501,668482,175.671,Roald Dahl's Matilda the Musical,6.8,563
4502,629176,95.833,Samaritan,6.8,1635
4503,366672,49.602,Paws of Fury: The Legend of Hank,6.8,229
4504,283366,51.798,Miss Peregrine's Home for Peculiar Children,6.8,9195
4505,253412,23.029,Everest,6.8,4454
4506,77459,20.657,A Monster in Paris,6.8,1123
4507,49049,27.383,Dredd,6.8,4514
4508,15167,33.982,Barbie in the Nutcracker,6.8,945
4509,9433,14.518,The Edge,6.8,1018
4510,2140,20.377,Kiss of the Dragon,6.8,1016
4511,22051,12.651,Adam,6.8,370
4512,10115,10.256,Stick It,6.8,502
4513,9567,32.992,Tears of the Sun,6.8,1971
4514,193613,9.422,Metallica: Through the Never,6.8,245
4515,47292,16.301,Pokémon: Giratina and the Sky Warrior,6.8,213
4516,16962,22.396,Barbie Fairytopia: Magic of the Rainbow,6.8,385
4517,4031,17.224,Going Places,6.8,373
4518,1903,14.693,Vanilla Sky,6.8,3651
4519,283704,5.418,Leopardi,6.8,625
4520,138832,31.049,We're the Millers,6.8,8086
4521,54441,6.676,Angel of Evil,6.8,254
4522,3079,10.8,The Curse of Frankenstein,6.8,241
4523,2023,18.659,Hidalgo,6.8,1051
4524,87502,22.776,Flight,6.8,5428
4525,19403,10.656,The Mechanic,6.8,227
4526,466,8.362,Klute,6.8,337
4527,581392,29.746,Peninsula,6.8,2099
4528,253980,12.947,Marvel One-Shot: All Hail the King,6.8,438
4529,86838,14.165,Seven Psychopaths,6.8,3483
4530,44629,14.162,Animal Kingdom,6.8,693
4531,11381,12.522,Tommy Boy,6.8,821
4532,776797,37.991,The Sadness,6.8,554
4533,760741,132.417,Beast,6.8,1093
4534,340485,10.707,American Honey,6.8,751
4535,318917,13.164,Look Who's Back,6.8,1617
4536,57243,8.481,The Women on the 6th Floor,6.8,341
4537,3509,13.78,A Scanner Darkly,6.8,1517
4538,513399,7.673,Super Crazy,6.8,246
4539,158011,19.652,The Call,6.8,2661
4540,13682,22.115,Pooh's Heffalump Movie,6.8,385
4541,919,12.866,Blood: The Last Vampire,6.8,267
4542,600583,21.72,The Power of the Dog,6.8,2280
4543,209451,11.442,Jersey Boys,6.8,621
4544,131631,90.273,The Hunger Games: Mockingjay - Part 1,6.8,14374
4545,126963,68.702,Dragon Ball Z: Battle of Gods,6.8,1348
4546,72190,66.399,World War Z,6.8,14036
4547,38537,5.525,Nati stanchi,6.8,227
4548,25941,10.209,Harry Brown,6.8,895
4549,9871,13.436,Ginger Snaps,6.8,723
4550,4523,30.49,Enchanted,6.8,4955
4551,795813,11.311,I'm Your Man,6.8,206
4552,534490,20.265,Avengement,6.8,395
4553,55725,8.315,Win Win,6.8,425
4554,49763,8.811,Bad Moon,6.8,209
4555,13510,18.176,Eden Lake,6.8,1501
4556,13342,14.378,Fast Times at Ridgemont High,6.8,1060
4557,6961,18.951,The Wedding Date,6.8,1056
4558,668640,12.913,Official Competition,6.8,260
4559,548537,9.884,I Am Jonas,6.8,222
4560,390734,21.677,Kingsglaive: Final Fantasy XV,6.8,606
4561,337676,14.318,"Mektoub, My Love: Canto Uno",6.8,272
4562,300666,10.979,Bravetown,6.8,277
4563,26171,11.785,Everybody's Fine,6.8,860
4564,24100,15.178,The Little Vampire,6.8,357
4565,9972,16.354,Lock Up,6.8,1035
4566,277,31.788,Underworld,6.8,5557
4567,150689,57.081,Cinderella,6.8,6542
4568,98548,14.063,People Like Us,6.8,551
4569,33908,11.556,Three… Extremes,6.8,306
4570,10935,12.07,Heaven's Gate,6.8,291
4571,8852,11.05,Prince of Darkness,6.8,831
4572,454,20.364,Romeo + Juliet,6.8,4552
4573,272693,14.899,The DUFF,6.8,4154
4574,84332,10.408,Safety Not Guaranteed,6.8,1259
4575,29702,11.012,Tenebre,6.8,498
4576,14337,38.296,Primer,6.8,1877
4577,11708,16.056,Chitty Chitty Bang Bang,6.8,554
4578,5038,16.067,Vicky Cristina Barcelona,6.8,3359
4579,1978,7.87,Stage Fright,6.8,260
4580,722149,66.938,Luther: The Fallen Sun,6.8,572
4581,464502,19.909,Acrimony,6.8,348
4582,188166,8.324,Blue Ruin,6.8,1293
4583,49367,7.056,Two Sons of Francisco,6.8,357
4584,11013,25.427,Secretary,6.8,1350
4585,417670,6.991,Loro 1,6.8,506
4586,10156,21.582,History of the World: Part I,6.8,673
4587,1045944,125.389,The Boss Baby: Christmas Bonus,6.8,232
4588,614292,9.428,Bad Tales,6.8,511
4589,512195,73.262,Red Notice,6.8,4838
4590,446894,19.012,Smallfoot,6.8,1370
4591,33542,22.548,Rumble in the Bronx,6.8,843
4592,19200,8.134,Shadows and Fog,6.8,310
4593,9282,12.781,11:14,6.8,718
4594,431,12.367,Cube,6.8,4172
4595,778106,16.882,Along for the Ride,6.8,282
4596,548066,18.542,Level 16,6.8,528
4597,511817,38.897,Wendell & Wild,6.8,230
4598,107985,15.196,The World's End,6.8,4834
4599,9647,12.808,Scrooged,6.8,1293
4600,597156,8.767,The Boys in the Band,6.8,390
4601,8193,10.973,Napoleon Dynamite,6.8,1600
4602,796,21.518,Cruel Intentions,6.8,2838
4603,594767,1924.097,Shazam! Fury of the Gods,6.8,1536
4604,581387,31.975,Ashfall,6.8,496
4605,539892,16.987,Freaks,6.8,982
4606,18377,13.523,200 Pounds Beauty,6.8,280
4607,15144,18.909,Sixteen Candles,6.8,1870
4608,2462,9.644,Hibernatus,6.8,399
4609,670429,17.541,Witch Hunt,6.8,240
4610,616803,24.019,Breaking Surface,6.8,341
4611,467012,21.059,Satan's Slaves,6.8,214
4612,416194,19.092,The Quake,6.8,627
4613,19548,10.879,The Restaurant,6.8,416
4614,530723,9.424,Bad Education,6.8,577
4615,452970,17.628,Mazinger Z: Infinity,6.8,268
4616,17894,13.099,The Beautician and the Beast,6.8,313
4617,13648,21.285,Resident Evil: Degeneration,6.8,899
4618,10649,17.146,The Enforcer,6.8,743
4619,24106,8.236,The Black Cat,6.8,224
4620,16995,17.691,State of Play,6.8,1694
4621,159824,30.014,Hotel Transylvania 2,6.8,5202
4622,116776,16.409,Dragon Ball: Mystical Adventure,6.8,209
4623,11223,11.937,Coma,6.8,336
4624,648579,57.689,The Unbearable Weight of Massive Talent,6.8,1243
4625,256917,11.677,The Water Diviner,6.8,1111
4626,44249,2.831,The Legend Is Born: Ip Man,6.8,580
4627,14924,9.098,Sid and Nancy,6.8,435
4628,11086,9.893,The Majestic,6.8,634
4629,8976,13.766,A Lot Like Love,6.8,1167
4630,567797,16.507,The Dry,6.8,468
4631,27554,11.243,The Panic in Needle Park,6.8,265
4632,11003,12.973,The Wedding Singer,6.8,1519
4633,10785,19.701,The Thing from Another World,6.8,485
4634,9387,43.296,Conan the Barbarian,6.8,2126
4635,400579,15.057,Tully,6.8,1286
4636,297725,12.745,The Man Who Killed Don Quixote,6.8,929
4637,44351,8.046,Rabbits,6.8,225
4638,28089,7.709,The Messenger,6.8,358
4639,27130,8.373,I Walked with a Zombie,6.8,222
4640,25475,37.019,Tinker Bell and the Lost Treasure,6.8,863
4641,11134,27.345,Police Story 3: Super Cop,6.8,399
4642,9737,28.032,Bad Boys,6.8,5594
4643,1125,15.981,Dreamgirls,6.8,889
4644,592984,13.494,Hillbilly Elegy,6.8,776
4645,10212,13.376,Ravenous,6.8,496
4646,9655,16.139,She's the Man,6.8,2676
4647,760104,87.462,X,6.8,1925
4648,12160,20.205,Wyatt Earp,6.8,719
4649,603519,11.69,Beats,6.8,231
4650,524216,19.738,The Mortuary Collection,6.8,356
4651,286519,8.156,Boychoir,6.8,244
4652,256924,11.65,Danny Collins,6.8,454
4653,41216,26.097,Legend of the Guardians: The Owls of Ga'Hoole,6.8,2049
4654,11163,12.52,Fellini Satyricon,6.8,285
4655,401246,12.502,The Square,6.8,1337
4656,369885,20.833,Allied,6.8,4164
4657,19997,11.38,Niagara,6.8,321
4658,15723,6.768,The Big Kahuna,6.8,307
4659,11935,10.742,Capricorn One,6.8,384
4660,4985,12.372,The Longest Yard,6.8,234
4661,2142,15.271,Cop Land,6.8,1328
4662,554241,15.975,Playing with Fire,6.8,591
4663,444090,25.098,The Ash Lad: In the Hall of the Mountain King,6.8,283
4664,188927,31.323,Star Trek Beyond,6.8,6068
4665,186161,5.845,The Gilded Cage,6.8,290
4666,157841,13.521,The Young and Prodigious T.S. Spivet,6.8,653
4667,14522,12.943,Black Beauty,6.8,308
4668,11129,7.935,Human Traffic,6.8,292
4669,10364,7.828,Catch-22,6.8,253
4670,569547,15.813,Black Mirror: Bandersnatch,6.8,3569
4671,258152,9.52,Party Central,6.8,255
4672,20504,24.499,The Book of Eli,6.8,5487
4673,776328,6.015,Marilyn's Eyes,6.8,231
4674,198184,40.487,Chappie,6.8,7272
4675,29161,12.67,Phenomena,6.8,693
4676,348765,6.943,Alaska,6.8,297
4677,228161,39.061,Home,6.8,3588
4678,30596,9.716,Bodyguards and Assassins,6.8,331
4679,1870,13.06,Fantomas Unleashed,6.8,439
4680,1494,17.807,Curse of the Golden Flower,6.8,637
4681,443463,13.95,Leave No Trace,6.8,1043
4682,369770,7.261,The Sense of Wonder,6.8,253
4683,369192,10.884,Battle of the Sexes,6.8,1685
4684,252178,11.136,'71,6.8,980
4685,239566,11.303,Get on Up,6.8,461
4686,79443,10.982,The Smurfs: A Christmas Carol,6.8,216
4687,21474,1.083,Bring It On: Fight to the Finish,6.8,480
4688,17908,8.674,My Dog Skip,6.8,251
4689,12178,11.852,Miss Pettigrew Lives for a Day,6.8,347
4690,11144,12.392,They Called Him Bulldozer,6.8,289
4691,8489,14.956,Ali,6.8,1499
4692,873126,122.285,My Name Is Vendetta,6.8,465
4693,10060,19.031,Get Rich or Die Tryin',6.8,774
4694,6973,12.959,In the Valley of Elah,6.8,869
4695,504603,8.077,The World Is Yours,6.8,384
4696,427348,5.521,Carbone,6.8,373
4697,11592,11.425,Serial Mom,6.8,571
4698,10222,17.49,Kickboxer,6.8,1186
4699,2255,11.75,Chasing Amy,6.8,1200
4700,578189,16.195,Black and Blue,6.8,727
4701,468202,11.722,The Girl in the Fog,6.8,926
4702,339405,10.763,Christine,6.8,316
4703,174733,12.659,Metro,6.8,296
4704,37137,17.578,The Naked Gun 2½: The Smell of Fear,6.8,1887
4705,17365,16.969,The Parallax View,6.8,241
4706,11240,7.219,My Beautiful Laundrette,6.8,217
4707,375846,22.714,Bad Sister,6.8,207
4708,352161,8.351,The Clan,6.8,371
4709,145247,10.104,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,6.8,837
4710,105077,12.322,Battlestar Galactica: The Plan,6.8,353
4711,11522,14.008,Pretty in Pink,6.8,973
4712,11507,14.35,Body Double,6.8,631
4713,9481,20.454,The Bone Collector,6.8,3058
4714,9062,14.635,Love Story,6.8,591
4715,763329,9.161,Red Rocket,6.8,285
4716,249397,49.662,Nymphomaniac: Vol. II,6.8,2606
4717,14097,10.436,9th Company,6.8,226
4718,2293,11.374,Mallrats,6.8,1070
4719,817648,17.86,Home Team,6.8,631
4720,338762,30.691,Bloodshot,6.8,4578
4721,41402,16.164,Let Me In,6.8,1809
4722,9319,24.906,The Last Boy Scout,6.8,1601
4723,278427,10.703,Family Guy Presents: It's a Trap!,6.8,377
4724,254578,6.755,Phoenix,6.8,373
4725,16366,29.38,Joseph: King of Dreams,6.8,888
4726,9740,5.437,Hannibal,6.8,4169
4727,882598,141.083,Smile,6.8,1989
4728,360605,15.602,Invisible Sister,6.8,272
4729,154400,20.147,The Drop,6.8,1934
4730,42691,10.427,Oedipus Rex,6.8,301
4731,38285,6.684,Il ragazzo di campagna,6.8,361
4732,31135,11.178,Mickey and the Beanstalk,6.8,240
4733,11633,8.434,Appleseed,6.8,305
4734,10195,69.501,Thor,6.8,19574
4735,4566,10.425,Michael Clayton,6.8,1473
4736,2616,13.446,Uncle Buck,6.8,999
4737,1947,11.172,An Unfinished Life,6.8,532
4738,691,18.131,The Spy Who Loved Me,6.8,1687
4739,351145,9.837,Retribution,6.8,374
4740,20115,8.645,Opera,6.8,381
4741,760161,77.372,Orphan: First Kill,6.8,1688
4742,449443,39.822,Den of Thieves,6.8,2523
4743,91745,12.439,Romeo & Juliet,6.8,528
4744,11313,12.667,Hearts in Atlantis,6.8,451
4745,467632,10.678,Bad Samaritan,6.8,579
4746,12573,11.95,A Serious Man,6.8,1811
4747,1858,20.3,Transformers,6.8,10085
4748,535292,21.263,21 Bridges,6.8,1709
4749,419635,11.159,Kodachrome,6.8,372
4750,303991,13.457,Demolition,6.8,1899
4751,283235,10.79,99 Homes,6.8,657
4752,198185,10.231,Million Dollar Arm,6.8,545
4753,51052,18.882,Arthur Christmas,6.8,1273
4754,478159,8.303,Patrick,6.8,212
4755,11319,20.616,The Rescuers,6.8,2230
4756,10897,25.925,The Little Rascals,6.8,1055
4757,10846,7.951,The Tiger and the Snow,6.8,445
4758,712,17.179,Four Weddings and a Funeral,6.8,2353
4759,321697,12.534,Steve Jobs,6.8,3808
4760,261102,9.601,The Club of the Misunderstood,6.8,388
4761,9374,25.667,Death Becomes Her,6.8,2279
4762,338953,102.935,Fantastic Beasts: The Secrets of Dumbledore,6.8,3525
4763,2266,12.258,Paris Je T'aime,6.8,646
4764,621870,22.094,Secret Society of Second Born Royals,6.8,482
4765,614560,14.741,Mank,6.8,1384
4766,258322,8.065,Fasten Your Seatbelts,6.8,240
4767,244506,19.535,Camp X-Ray,6.8,923
4768,231176,6.109,Sun in Buckets,6.8,1571
4769,16411,13.014,Initial D,6.8,219
4770,12706,10.004,Croupier,6.8,240
4771,538225,11.887,Deadwood: The Movie,6.8,309
4772,37686,27.609,Super 8,6.8,6066
4773,18095,49.721,Dragon Ball GT: A Hero's Legacy,6.8,276
4774,9654,23.383,The Italian Job,6.8,4951
4775,5854,14.271,Family Plot,6.8,379
4776,795,21.34,City of Angels,6.8,1875
4777,1001865,54.867,Scrooge: A Christmas Carol,6.8,351
4778,48175,4.312,7 and 8,6.8,617
4779,10758,7.702,Waitress,6.8,459
4780,10586,17.197,The Ghost and the Darkness,6.8,858
4781,10045,16.204,District B13,6.8,1625
4782,9272,14.201,The Good Son,6.8,832
4783,1439,11.464,Anna and the King,6.8,674
4784,638597,15.379,Yes Day,6.8,993
4785,448776,17.646,A Prayer Before Dawn,6.8,499
4786,377799,9.241,One Man and his Cow,6.8,300
4787,74465,17.324,We Bought a Zoo,6.8,2434
4788,13614,11.143,Katyn,6.8,206
4789,9953,11.238,A Love Song for Bobby Long,6.8,314
4790,9789,9.36,My Brother Is an Only Child,6.8,366
4791,491283,12.236,Judy,6.8,1057
4792,374458,5.834,Graduation,6.8,246
4793,11448,11.457,Mighty Aphrodite,6.8,570
4794,8456,27.342,Never Back Down,6.8,2088
4795,477510,11.949,Dog Days,6.8,247
4796,381262,9.063,In Her Name,6.8,277
4797,46169,16.67,Twitches Too,6.8,302
4798,37777,5.273,Soap and Water,6.8,326
4799,36647,39.164,Blade,6.8,5262
4800,21481,17.745,Twitches,6.8,451
4801,14609,13.104,Ultimate Avengers: The Movie,6.8,299
4802,10226,16.277,High Tension,6.8,1107
4803,9469,10.941,He Got Game,6.8,608
4804,9411,14.611,Fallen,6.8,1195
4805,8292,25.076,Four Brothers,6.8,1841
4806,1365,16.484,Monster's Ball,6.8,835
4807,51209,11.189,Kill the Irishman,6.8,537
4808,5994,14.373,The Family Man,6.8,1681
4809,419709,9.429,Last Flag Flying,6.8,381
4810,12626,7.978,Broadcast News,6.8,341
4811,763152,13.344,More the Merrier,6.8,392
4812,11253,24.735,Hellboy II: The Golden Army,6.8,4640
4813,10552,17.358,Cat's Eye,6.8,538
4814,1696,14.175,The Devil's Rejects,6.8,1230
4815,332794,8.599,The Odyssey,6.7,376
4816,65760,7.724,The Whistleblower,6.7,463
4817,15171,9.972,Charlotte's Web,6.7,325
4818,634,18.845,Bridget Jones's Diary,6.7,4489
4819,496,12.955,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.7,4784
4820,397243,39.441,The Autopsy of Jane Doe,6.7,3682
4821,105864,57.403,The Good Dinosaur,6.7,4998
4822,11904,10.63,Young Sherlock Holmes,6.7,539
4823,350499,27.817,Pokémon the Movie: Hoopa and the Clash of Ages,6.7,233
4824,10837,17.187,DuckTales: The Movie - Treasure of the Lost Lamp,6.7,762
4825,4547,18.675,Panic Room,6.7,4378
4826,649394,12.106,Worth,6.7,248
4827,267463,8.02,The 10 Year Plan,6.7,272
4828,12205,10.374,Dark Water,6.7,497
4829,11259,15.885,Far and Away,6.7,1070
4830,9919,13.194,How to Lose a Guy in 10 Days,6.7,3360
4831,4587,13.097,Mermaids,6.7,437
4832,2362,12.687,Westworld,6.7,1109
4833,1875,9.149,Fantomas vs. Scotland Yard,6.7,441
4834,276843,10.067,What We Did on Our Holiday,6.7,455
4835,11497,22.377,All Dogs Go to Heaven,6.7,901
4836,9326,16.945,Romancing the Stone,6.7,1575
4837,205775,20.794,In the Heart of the Sea,6.7,3718
4838,13640,22.505,Superman: Doomsday,6.7,543
4839,9100,21.416,The Craft,6.7,1607
4840,881164,51.956,Boston Strangler,6.7,343
4841,672741,16.851,Till Death,6.7,636
4842,37233,20.416,The Firm,6.7,1729
4843,27814,10.099,Brain Damage,6.7,210
4844,8871,40.255,How the Grinch Stole Christmas,6.7,6536
4845,8348,12.444,Thunderbolt and Lightfoot,6.7,430
4846,500682,15.224,The Highwaymen,6.7,1757
4847,353571,8.76,Tallulah,6.7,663
4848,474335,20.791,Uncle Drew,6.7,488
4849,14181,13.192,Boiler Room,6.7,555
4850,13258,9.483,Son of Rambow,6.7,394
4851,7443,41.173,Chicken Run,6.7,4352
4852,1680,13.938,King Kong vs. Godzilla,6.7,241
4853,257,15.659,Oliver Twist,6.7,1069
4854,523773,12.79,Little Italy,6.7,563
4855,421447,11.624,The Climb,6.7,787
4856,325189,16.722,Teen Beach 2,6.7,532
4857,269650,8.679,Appleseed Alpha,6.7,314
4858,254375,9.292,Hector and the Search for Happiness,6.7,754
4859,13685,8.012,Bottle Rocket,6.7,899
4860,13509,13.419,The Monster Squad,6.7,482
4861,9749,13.499,Fletch,6.7,564
4862,8835,30.056,Legally Blonde,6.7,3470
4863,7985,11.105,Penelope,6.7,1275
4864,646385,161.709,Scream,6.7,2396
4865,591273,38.329,Fear Street: 1994,6.7,1899
4866,443009,8.666,"Don't Worry, He Won't Get Far on Foot",6.7,587
4867,245698,9.169,Pawn Sacrifice,6.7,812
4868,57112,5.57,Tu la conosci Claudia?,6.7,941
4869,43645,7.958,The Little Devil,6.7,366
4870,517116,16.176,Haunt,6.7,990
4871,455974,8.833,Blue My Mind,6.7,200
4872,116979,8.864,Chained,6.7,387
4873,63578,6.572,The Trip,6.7,252
4874,9538,11.001,Scanners,6.7,1001
4875,376570,11.916,Hush,6.7,4216
4876,28942,10.855,The Brood,6.7,588
4877,13971,21.444,Wild Child,6.7,1717
4878,8536,27.049,Superman II,6.7,1995
4879,11974,15.434,The 'Burbs,6.7,1039
4880,814338,34.813,Lady Chatterley's Lover,6.7,260
4881,660833,8.515,Multiverse,6.7,262
4882,459992,17.522,Long Shot,6.7,2371
4883,21683,14.026,Batman: Mystery of the Batwoman,6.7,333
4884,16241,12.377,The Boys from Brazil,6.7,330
4885,16121,8.63,The Big Red One,6.7,245
4886,11318,11.642,The Madness of King George,6.7,200
4887,11235,8.541,Local Hero,6.7,285
4888,791155,80.235,Secret Headquarters,6.7,261
4889,763285,59.161,Ambulance,6.7,1547
4890,153158,24.785,Underdogs,6.7,400
4891,96724,17.729,Anna Karenina,6.7,2102
4892,22798,13.55,Whip It,6.7,936
4893,13312,10.738,Inside,6.7,683
4894,36568,13.077,Paulie,6.7,391
4895,11780,12.888,Rob Roy,6.7,540
4896,543343,7.452,Guava Island,6.7,289
4897,22796,12.183,Simon Birch,6.7,205
4898,11541,11.248,The Year of Living Dangerously,6.7,265
4899,82703,28.356,Mr. Peabody & Sherman,6.7,2129
4900,39104,43.105,Dragon Ball Z: Super Android 13!,6.7,441
4901,30163,6.849,Fugitives,6.7,320
4902,823855,12.129,I Am All Girls,6.7,250
4903,790142,17.916,The Royal Treatment,6.7,682
4904,45610,27.555,Machine Gun Preacher,6.7,906
4905,15762,10.188,Night of the Creeps,6.7,411
4906,8967,13.271,The Tree of Life,6.7,2763
4907,3573,12.889,Emma,6.7,528
4908,2161,8.192,Fantastic Voyage,6.7,370
4909,736526,203.307,Troll,6.7,1377
4910,13676,2.654,The Little Mermaid: Ariel's Beginning,6.7,879
4911,37606,12.175,Valmont,6.7,226
4912,14392,13.945,The Warlords,6.7,270
4913,9318,10.46,Asterix in Britain,6.7,582
4914,399170,21.729,Logan Lucky,6.7,3122
4915,299582,7.251,A Royal Christmas,6.7,224
4916,57737,24.328,Barbie: A Fairy Secret,6.7,430
4917,38199,10.989,Unthinkable,6.7,1024
4918,14022,7.532,Slacker,6.7,245
4919,11185,14.14,"See No Evil, Hear No Evil",6.7,839
4920,1721,11.038,All the Way Boys,6.7,331
4921,571627,15.87,The Divine Fury,6.7,215
4922,38050,17.947,The Adjustment Bureau,6.7,4058
4923,16180,9.917,The Legend of Hell House,6.7,206
4924,14635,12.037,The Rookie,6.7,381
4925,334522,9.891,Alone in Berlin,6.7,344
4926,294254,42.314,Maze Runner: The Scorch Trials,6.7,9451
4927,10692,11.778,Henry: Portrait of a Serial Killer,6.7,579
4928,6435,18.323,Practical Magic,6.7,1270
4929,4912,12.003,Confessions of a Dangerous Mind,6.7,1001
4930,2925,13.827,The First Wives Club,6.7,676
4931,579047,20.432,Reminiscence,6.7,1467
4932,522931,26.785,Hitman's Wife's Bodyguard,6.7,1854
4933,212716,23.834,What If,6.7,1801
4934,29917,13.926,Exam,6.7,1791
4935,14611,13.14,Ultimate Avengers 2: Rise of the Panther,6.7,246
4936,11835,16.194,Death Sentence,6.7,963
4937,8355,61.43,Ice Age: Dawn of the Dinosaurs,6.7,7451
4938,597094,11.781,First Love,6.7,252
4939,568091,19.592,Fractured,6.7,2122
4940,301351,16.789,We Are Your Friends,6.7,2126
4941,18198,28.661,Barbie Mariposa,6.7,447
4942,16992,7.242,The Boxer,6.7,231
4943,1552,11.018,Parenthood,6.7,544
4944,12233,19.045,Oliver & Company,6.7,1386
4945,11009,17.124,Saturday Night Fever,6.7,1679
4946,578701,28.365,Those Who Wish Me Dead,6.7,1334
4947,504562,16.894,Motherless Brooklyn,6.7,1269
4948,316152,14.6,Free State of Jones,6.7,1330
4949,107846,22.823,Escape Plan,6.7,4651
4950,9763,16.189,Goal!,6.7,977
4951,9031,11.224,I'm for the Hippopotamus,6.7,414
4952,591,32.45,The Da Vinci Code,6.7,8444
4953,683340,19.99,Vengeance,6.7,211
4954,667869,8.562,The Life Ahead,6.7,512
4955,291081,8.01,Red Riding: The Year of Our Lord 1974,6.7,218
4956,11558,14.874,Silver Streak,6.7,270
4957,10096,23.432,13 Going on 30,6.7,4586
4958,9819,10.715,Marvin's Room,6.7,533
